team_formation,rover_0_x,rover_0_y,rover_1_x,rover_1_y,rover_2_x,rover_2_y,rover_3_x,rover_3_y,rover_poi_0_x,rover_poi_0_y,rover_poi_1_x,rover_poi_1_y,rover_poi_2_x,rover_poi_2_y,rover_0_obs_0,rover_0_obs_0,rover_0_obs_0,rover_0_obs_0,rover_0_obs_0,rover_0_obs_0,rover_0_obs_0,rover_0_obs_0,rover_1_obs_1,rover_1_obs_1,rover_1_obs_1,rover_1_obs_1,rover_1_obs_1,rover_1_obs_1,rover_1_obs_1,rover_1_obs_1,rover_2_obs_2,rover_2_obs_2,rover_2_obs_2,rover_2_obs_2,rover_2_obs_2,rover_2_obs_2,rover_2_obs_2,rover_2_obs_2,rover_3_obs_3,rover_3_obs_3,rover_3_obs_3,rover_3_obs_3,rover_3_obs_3,rover_3_obs_3,rover_3_obs_3,rover_3_obs_3,rover_0_dx,rover_0_dy,rover_1_dx,rover_1_dy,rover_2_dx,rover_2_dy,rover_3_dx,rover_3_dy,
0-1-2-3,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,15.0,20.0,25.0,10.0,35.0,20.0,0.0008212807590862338,9.77463569995737,-1.0,10.312318068892564,0.0015319601190827792,-1.0,-1.0,0.0015973051098608076,6.29721802817046e-310,6.2974173523182e-310,6.29721802817046e-310,2.197958183358424,3.16e-322,-1.0000000000000568,6.2974173714247e-310,0.0,0.0008158444126989384,6.410918913996099,-1.0,-1.0,0.0015253174198779401,-1.0,-1.0,0.001598690613980614,0.1683438174056686,-1.0,-1.0,0.3389699353773186,-1.0,-1.0,0.6971507144848926,0.00807967078293826,-0.030550938412869454,0.03953654534955843,0.9671205832746533,-0.36377488493018245,0.9999846543916274,-0.07782079650249552,-0.16479474708254715,0.004254711229516707
0-1-2-3,24.96944906158713,25.03953654534956,25.967120583274653,24.636225115069816,25.99998465439163,24.922179203497503,24.835205252917454,25.004254711229517,15.0,20.0,25.0,10.0,35.0,20.0,0.0008212807590862338,9.77463569995737,-1.0,10.312318068892564,0.0015319601190827792,-1.0,-1.0,0.0015973051098608076,6.29721802817046e-310,6.2974173523182e-310,6.29721802817046e-310,2.197958183358424,3.16e-322,-1.0000000000000568,6.2974173714247e-310,0.0,0.0008158444126989384,6.410918913996099,-1.0,-1.0,0.0015253174198779401,-1.0,-1.0,0.001598690613980614,0.1683438174056686,-1.0,-1.0,0.3389699353773186,-1.0,-1.0,0.6971507144848926,0.00807967078293826,0.47216195107487563,0.05445215012108145,-0.28400193999589163,-0.009791486095295704,-0.448409755025933,-0.9999999999344483,-0.3034181151404852,-0.007920459241422774
0-1-2-3,25.44161101266201,25.093988695470642,25.68311864327876,24.62643362897452,25.551574899365697,23.922179203563054,24.53178713777697,24.996334251988095,15.0,20.0,25.0,10.0,35.0,20.0,0.0008321616100918183,-1.0,-1.0,5.832919254050789,0.0015414537044450038,-1.0,-1.0,0.0015943617422546073,7.100840887983986e+194,2.2422690824703167e+219,2.513131035899557e+180,1.037587054092569e+243,5.81848597516059e+180,3.2893069012847286e+161,2.1472008420036142e+185,3.9839005588555545e-08,7.100840887983986e+194,2.2422690824703167e+219,2.513131035899557e+180,1.037587054092569e+243,5.81848597516059e+180,3.2893069012847286e+161,2.1472008420036142e+185,3.9839005588555545e-08,0.001677197098798474,-1.0,0.306363250501448,0.360964656861914,0.002459471876362251,-1.0,-1.0,0.0026584267236095804,0.08337525485670867,-0.00988309598831226,-0.3059298776000177,-0.08621777334892038,0.0004353857901695054,-0.02325797248721859,-0.32958057229160964,-0.1592074552234994
0-1-2-3,25.524986267518717,25.08410559948233,25.377188765678742,24.5402158556256,25.552010285155866,23.898921231075835,24.202206565485362,24.837126796764597,15.0,20.0,25.0,10.0,35.0,20.0,0.0008212807590862338,9.77463569995737,-1.0,10.312318068892564,0.0015319601190827792,-1.0,-1.0,0.0015973051098608076,6.29721802817046e-310,6.2974173523182e-310,6.29721802817046e-310,2.197958183358424,3.16e-322,-1.0000000000000568,6.2974173714247e-310,0.0,0.0008158444126989384,6.410918913996099,-1.0,-1.0,0.0015253174198779401,-1.0,-1.0,0.001598690613980614,0.1683438174056686,-1.0,-1.0,0.3389699353773186,-1.0,-1.0,0.6971507144848926,0.00807967078293826,0.08606517539817965,-0.009666144609337728,-0.30426125979984237,-0.07327035492102933,-0.44299795681393755,-0.03469482239988294,-0.3296242576796191,-0.1639403182323046
0-1-2-3,25.611051442916896,25.074439454872994,25.0729275058789,24.466945500704572,25.10901232834193,23.864226408675954,23.872582307805743,24.673186478532294,15.0,20.0,25.0,10.0,35.0,20.0,0.0008321616100918183,-1.0,-1.0,5.832919254050789,0.0015414537044450038,-1.0,-1.0,0.0015943617422546073,7.100840887983986e+194,2.2422690824703167e+219,2.513131035899557e+180,1.037587054092569e+243,5.81848597516059e+180,3.2893069012847286e+161,2.1472008420036142e+185,3.9839005588555545e-08,7.100840887983986e+194,2.2422690824703167e+219,2.513131035899557e+180,1.037587054092569e+243,5.81848597516059e+180,3.2893069012847286e+161,2.1472008420036142e+185,3.9839005588555545e-08,0.001677197098798474,-1.0,0.306363250501448,0.360964656861914,0.002459471876362251,-1.0,-1.0,0.0026584267236095804,0.07606733723560075,-0.011440851686118856,-0.3076907909636742,-0.0855988725578946,-0.2112049382571211,-0.037399371959441124,-0.3300013811943261,-0.16571018887776673
0-1-2-3,25.687118780152495,25.062998603186877,24.765236714915225,24.381346628146677,24.897807390084807,23.826827036716512,23.542580926611418,24.507476289654527,15.0,20.0,25.0,10.0,35.0,20.0,0.0008212807590862338,9.77463569995737,-1.0,10.312318068892564,0.0015319601190827792,-1.0,-1.0,0.0015973051098608076,6.29721802817046e-310,6.2974173523182e-310,6.29721802817046e-310,2.197958183358424,3.16e-322,-1.0000000000000568,6.2974173714247e-310,0.0,0.0008158444126989384,6.410918913996099,-1.0,-1.0,0.0015253174198779401,-1.0,-1.0,0.001598690613980614,0.1683438174056686,-1.0,-1.0,0.3389699353773186,-1.0,-1.0,0.6971507144848926,0.00807967078293826,0.07329578464578601,-0.011909192087852877,-0.3093734024739141,-0.09029057576219504,-0.27261406981562153,-0.03962751483176078,-0.32994257771904345,-0.16653271726611574
0-1-2-3,25.760414564798282,25.051089411099024,24.455863312441313,24.29105605238448,24.625193320269187,23.78719952188475,23.212638348892373,24.34094357238841,15.0,20.0,25.0,10.0,35.0,20.0,0.0008321616100918183,-1.0,-1.0,5.832919254050789,0.0015414537044450038,-1.0,-1.0,0.0015943617422546073,7.100840887983986e+194,2.2422690824703167e+219,2.513131035899557e+180,1.037587054092569e+243,5.81848597516059e+180,3.2893069012847286e+161,2.1472008420036142e+185,3.9839005588555545e-08,7.100840887983986e+194,2.2422690824703167e+219,2.513131035899557e+180,1.037587054092569e+243,5.81848597516059e+180,3.2893069012847286e+161,2.1472008420036142e+185,3.9839005588555545e-08,0.001677197098798474,-1.0,0.306363250501448,0.360964656861914,0.002459471876362251,-1.0,-1.0,0.0026584267236095804,0.07188635715821919,-0.012147285281913731,-0.3101816031791614,-0.09022239884562949,-0.3352541186623432,-0.042957623246699744,-0.32992064726379394,-0.16698607930944814
0-1-2-3,25.832300921956502,25.038942125817112,24.145681709262153,24.20083365353885,24.289939201606842,23.74424189863805,22.88271770162858,24.173957493078962,15.0,20.0,25.0,10.0,35.0,20.0,0.0008212807590862338,9.77463569995737,-1.0,10.312318068892564,0.0015319601190827792,-1.0,-1.0,0.0015973051098608076,6.29721802817046e-310,6.2974173523182e-310,6.29721802817046e-310,2.197958183358424,3.16e-322,-1.0000000000000568,6.2974173714247e-310,0.0,0.0008158444126989384,6.410918913996099,-1.0,-1.0,0.0015253174198779401,-1.0,-1.0,0.001598690613980614,0.1683438174056686,-1.0,-1.0,0.3389699353773186,-1.0,-1.0,0.6971507144848926,0.00807967078293826,0.07140266466803592,-0.012213446615695137,-0.3119264216263204,-0.13704370568970234,-0.39583676397299483,-0.04912954240481951,-0.32931078817714476,-0.16533101830750047
0-1-2-3,25.903703586624538,25.026728679201415,23.83375528763583,24.06378994784915,23.894102437633848,23.69511235623323,22.553406913451433,24.00862647477146,15.0,20.0,25.0,10.0,35.0,20.0,0.0008321616100918183,-1.0,-1.0,5.832919254050789,0.0015414537044450038,-1.0,-1.0,0.0015943617422546073,7.100840887983986e+194,2.2422690824703167e+219,2.513131035899557e+180,1.037587054092569e+243,5.81848597516059e+180,3.2893069012847286e+161,2.1472008420036142e+185,3.9839005588555545e-08,7.100840887983986e+194,2.2422690824703167e+219,2.513131035899557e+180,1.037587054092569e+243,5.81848597516059e+180,3.2893069012847286e+161,2.1472008420036142e+185,3.9839005588555545e-08,0.001677197098798474,-1.0,0.306363250501448,0.360964656861914,0.002459471876362251,-1.0,-1.0,0.0026584267236095804,0.07125737366930374,-0.012227782559518372,-0.312518590525374,-0.137003284857168,-0.48367269180943734,-0.07007073071033972,-0.3297407995939095,-0.16548451645181064
0-1-2-3,25.974960960293842,25.0145008966419,23.521236697110457,23.92678666299198,23.41042974582441,23.62504162552289,22.223666113857522,23.84314195831965,15.0,20.0,25.0,10.0,35.0,20.0,0.0008212807590862338,9.77463569995737,-1.0,10.312318068892564,0.0015319601190827792,-1.0,-1.0,0.0015973051098608076,6.29721802817046e-310,6.2974173523182e-310,6.29721802817046e-310,2.197958183358424,3.16e-322,-1.0000000000000568,6.2974173714247e-310,0.0,0.0008158444126989384,6.410918913996099,-1.0,-1.0,0.0015253174198779401,-1.0,-1.0,0.001598690613980614,0.1683438174056686,-1.0,-1.0,0.3389699353773186,-1.0,-1.0,0.6971507144848926,0.00807967078293826,0.07116046323168983,-0.012238946326701064,-0.31018215981060426,-0.13808690428181553,0.014783489876570076,-0.026219381072497727,-0.33076765965811966,-0.1656037585682651
